Time,Using right hand?,Current Trial,Ball X,Ball Y,Ball Z,Wrist X,Wrist Y,Wrist Z,Hand-Ball Distance,Target Hit?,Error Distance,Ball Velocity m/s,Pole Top X,Pole Top Y,Pole Top Z,Rope-Pole Angle (Degrees),Score,Exploration Mode,Target Position Number,Colliding Obstacle
236.3111,NO,1,-0.02349376,0.9276504,-0.2804256,-0.1561924,1.041879,-0.3387762,0.1845584,NO,0.5121422,2.15681,0,1.5,0.5,53.75674,0,NONE,1,POLE
242.3333,NO,2,0.1463369,0.9831544,-0.1429618,0.05293357,1.124354,-0.2293195,0.1900501,NO,0.5025217,4.730625,0,1.5,0.5,51.91042,0,NONE,1,POLE
248.8778,NO,3,-0.02039125,0.7950293,-0.2352725,-0.03139091,0.9349132,-0.3177487,0.1627599,NO,0.2991686,5.999554,0,1.5,0.5,46.2163,0,NONE,1,POLE
255.0111,NO,4,0.1603856,0.9102138,-0.2751716,0.1195012,1.054199,-0.4019912,0.1961798,NO,0.1758786,5.508038,0,1.5,0.5,53.31149,0,NONE,1,POLE
259.4889,NO,5,0.1159002,0.9177979,-0.2060915,0.0698489,1.018125,-0.3226506,0.1605376,YES,0,5.209999,0,1.5,0.5,50.86634,10,NONE,1,POLE
265.5445,NO,6,0.04815371,0.894864,-0.1908498,0.03811634,1.033693,-0.3152404,0.186674,NO,0.1707079,5.16449,0,1.5,0.5,48.85272,10,NONE,1,POLE
270.3667,NO,7,0.004219748,0.9436547,-0.1391339,-0.022174,1.024863,-0.2787238,0.1636358,NO,0.2418839,6.085994,0,1.5,0.5,48.9621,10,NONE,1,POLE
275.2222,NO,8,0.07711814,0.8952664,-0.2375535,0.09788191,1.017756,-0.4068602,0.2099988,NO,0.1581992,5.916737,0,1.5,0.5,50.8037,10,NONE,1,POLE
283.0445,NO,9,-0.4471196,1.203557,-0.2211995,-0.5539755,1.23065,-0.4084234,0.2172671,NO,1.112347,0.3157322,0,1.5,0.5,70.74312,10,NONE,1,POLE
287.5445,NO,10,0.3103109,1.006082,-0.2256004,0.1868849,1.085989,-0.3105651,0.1698178,NO,0.2128306,4.539939,0,1.5,0.5,57.95876,10,NONE,1,POLE
293.4889,NO,11,0.1542217,0.8914856,-0.266507,0.1439904,1.017856,-0.4912822,0.258066,NO,0.3119844,5.407145,0,1.5,0.5,52.10699,10,NONE,1,POLE
298.0556,NO,12,0.1936837,0.9053718,-0.2781655,0.1172535,0.9903749,-0.4173573,0.1801151,YES,0,5.13287,0,1.5,0.5,53.44242,20,NONE,1,POLE
306.6333,NO,13,-0.01836019,0.8157426,-0.1774426,-0.01981723,0.9214958,-0.291602,0.1556221,NO,0.1903997,6.267995,0,1.5,0.5,44.72378,20,NONE,1,POLE
309.4,NO,14,-0.6599538,1.120372,-0.3156624,-0.6513792,1.154501,-0.5375847,0.224695,NO,1.099887,0.2268126,0,1.5,0.5,70.10876,20,NONE,1,POLE
314.0889,NO,15,0.1656765,0.926791,-0.1997732,0.1186092,1.042124,-0.3662933,0.2079567,NO,0.1983244,5.620217,0,1.5,0.5,51.44167,20,NONE,1,POLE
322.6444,NO,16,-0.0260812,0.7165903,-0.2350344,-0.02750981,0.8839606,-0.337827,0.1964209,NO,0.3086027,5.06148,0,1.5,0.5,43.19324,20,NONE,1,POLE
327.3111,NO,17,0.006919924,0.8138713,-0.2064683,0.02757776,0.9471722,-0.3582531,0.2030628,NO,0.2361396,5.910202,0,1.5,0.5,45.83815,20,NONE,1,POLE
333.3333,NO,18,-0.1505919,1.036089,-0.4161878,-0.3818976,1.117288,-0.4716281,0.2513348,NO,0.339027,1.3109,0,1.5,0.5,63.45124,20,NONE,1,POLE
