Time,Right Hand Dominant?,Current Trial,Ball X,Ball Y,Ball Z,Wrist X,Wrist Y,Wrist Z,Hand-Ball Distance,Target Hit?,Error Distance,Ball Velocity m/s
2675.277,NO,1,0.984701,1.009457,-0.5332834,1.157269,0.9561179,-0.2718235,0.3177829,NO,0.3770954,3.001328
2682.694,NO,2,1.046037,0.9057344,-0.4023755,1.293054,0.9910598,-0.209546,0.3247782,NO,0.6761565,6.078509
2699.482,NO,3,0.7779835,0.8354626,-0.4048023,1.050578,0.9428962,-0.2999445,0.3111989,YES,0,3.636889
2704.005,NO,4,0.8900059,0.8836797,-0.3929061,1.163042,0.9400275,-0.2401506,0.3178964,YES,0,3.446912
2745.165,NO,5,0.931574,0.9476634,-0.4831338,1.18202,0.9013913,-0.2863256,0.321866,YES,0,3.675061
2812.641,NO,6,0.6220304,0.7389481,0.2521801,0.8261148,0.6492429,-0.06242883,0.3855856,NO,0.7672917,0.2650939
