Time,Right Hand Dominant?,Current Trial,Ball X,Ball Y,Ball Z,Wrist X,Wrist Y,Wrist Z,Hand-Ball Distance,Target Hit?,Error Distance
781.1545,YES,1,0.7288799,1.119218,-0.324935,0.7247182,1.077908,-0.2765806,0.06373359,YES,0
785.4222,YES,2,0.6136363,1.019301,-0.4129565,0.6519898,1.011322,-0.3166754,0.1039457,YES,0
790.7274,YES,3,0.5434328,1.01697,-0.4696555,0.6234611,1.049638,-0.4118407,0.1039917,YES,0
797.6548,YES,4,0.9235672,1.086543,-0.8994498,0.6577163,0.9539367,-0.4444225,0.5434251,YES,0
