Time,Right Hand Dominant?,Current Trial,Ball X,Ball Y,Ball Z,Wrist X,Wrist Y,Wrist Z,Hand-Ball Distance,Target Hit?,Error Distance
65.54806,YES,1,0.8654799,1.083909,-0.4382663,0.9032038,1.074407,-0.3670335,0.0811634,NO,0.1940439
71.72621,YES,2,0.6979474,1.132467,-0.4158618,0.7468281,1.063528,-0.3486338,0.1079885,NO,0.601403
75.15524,YES,3,0.6375972,1.136808,-0.4128175,0.7280451,1.08339,-0.365406,0.1152486,NO,0.2315892
77.8027,YES,4,0.6582257,1.092109,-0.4300919,0.7172427,1.075335,-0.3928907,0.07175148,NO,0.3425188
80.49409,YES,5,0.6362447,1.121789,-0.428561,0.7740684,1.044595,-0.4155233,0.1585064,YES,0
83.65593,YES,6,0.2077647,0.9430987,-1.076119,0.4303085,1.167205,-0.5713553,0.5954288,YES,0
85.75607,YES,7,0.7733746,1.084487,-0.4281075,0.8573627,1.067202,-0.367481,0.105016,NO,0.5924541
92.91677,YES,8,1.077666,1.011993,-0.5153854,1.015791,1.062432,-0.4117424,0.1308223,YES,0
96.29016,YES,9,0.9650261,1.047061,-0.4853761,0.9739969,1.061464,-0.3941391,0.09280157,YES,0
99.11618,YES,10,0.8534012,1.011235,-0.505435,0.9061445,1.029416,-0.4418077,0.08462171,NO,0.2339095
104.1427,YES,11,0.8805501,0.9908406,-0.4963524,0.7614057,1.067084,-0.3920341,0.1757579,NO,0.0921722
108.6225,YES,12,0.8595155,0.9708352,-0.522414,0.69028,1.027326,-0.3603618,0.2410245,NO,0.1482493
114.2184,YES,13,0.8797801,1.06509,-0.4545317,0.9266977,1.110139,-0.3214505,0.1481258,YES,0
118.955,YES,14,0.5770372,1.146087,-0.4343681,0.7200542,1.098433,-0.4018722,0.15421,YES,0
121.6802,YES,15,0.635612,1.089367,-0.4270148,0.7184425,1.052352,-0.2734044,0.1784017,YES,0
125.255,YES,16,0.6568911,1.125455,-0.4303565,0.7773725,1.077854,-0.3915172,0.135241,NO,0.2244983
128.2379,YES,17,0.6622996,1.1774,-0.3986311,0.7489868,1.154661,-0.3079252,0.127512,NO,0.1306125
132.1595,YES,18,0.507425,1.175961,-0.4145215,0.6942461,1.088248,-0.376349,0.2098881,YES,0
135.5986,YES,19,0.670836,1.097475,-0.4463921,0.7343614,1.054146,-0.3161719,0.1512288,NO,0.1377443
139.0843,YES,20,0.6148804,1.11819,-0.4577687,0.6962245,1.062387,-0.3717299,0.1308954,YES,0
142.6475,YES,21,0.3341185,1.223694,-0.4229484,0.652082,1.025273,-0.4005258,0.3754658,YES,0
146.2335,YES,22,0.6766056,1.124047,-0.4341233,0.7366191,1.091196,-0.3501949,0.1082809,NO,0.1292233
149.3057,YES,23,0.5895243,1.129928,-0.4412127,0.6675,1.076283,-0.3930106,0.1062143,NO,0.1539598
152.5891,YES,24,0.5297341,1.157833,-0.4519217,0.679783,1.072583,-0.3749945,0.1889447,YES,0
155.751,YES,25,0.632508,1.084025,-0.474797,0.713742,1.058011,-0.3822823,0.1258358,YES,0
