Time,Current Trial,Head X,Head Y,Head Z,Neck X,Neck Y,Neck Z,SpineShoulder X,SpineShoulder Y,SpineShoulder Z,SpineMid X,SpineMid Y,SpineMid Z,SpineBase X,SpineBase Y,SpineBase Z,RightShoulder X,RightShoulder Y,RightShoulder Z,LeftShoulder X,LeftShoulder Y,LeftShoulder Z,RightElbow X,RightElbow Y,RightElbow Z,LeftElbow X,LeftElbow Y,LeftElbow Z,RightWrist X,RightWrist Y,RightWrist Z,LeftWrist X,LeftWrist Y,LeftWrist Z,RightHand X,RightHand Y,RightHand Z,LeftHand X,LeftHand Y,LeftHand Z,RightThumb X,RightThumb Y,RightThumb Z,LeftThumb X,LeftThumb Y,LeftThumb Z,RightHandTip X,RightHandTip Y,RightHandTip Z,LeftHandTip X,LeftHandTip Y,LeftHandTip Z,RightHip X,RightHip Y,RightHip Z,LeftHip X,LeftHip Y,LeftHip Z,RightKnee X,RightKnee Y,RightKnee Z,LeftKnee X,LeftKnee Y,LeftKnee Z,RightAnkle X,RightAnkle Y,RightAnkle Z,LeftAnkle X,LeftAnkle Y,LeftAnkle Z,RightFoot X,RightFoot Y,RightFoot Z,LeftFoot X,LeftFoot Y,LeftFoot Z
158.4189,1,0.04231912,1.384241,-1.024218,0.03316286,1.270881,-1.073325,0.02663785,1.176221,-1.083369,0.02013502,1.081518,-1.092723,0.01333463,0.9887208,-1.113722,0.1955763,1.21699,-1.003094,-0.126653,1.238134,-0.9868925,0.1878027,1.052824,-0.8566642,-0.1441008,1.088672,-0.8262386,0.1323786,1.160809,-0.6730339,-0.03532952,1.172495,-0.6542052,0.1432159,1.221294,-0.6029698,-0.008250266,1.245343,-0.602779,0.1322913,1.203465,-0.6527891,-0.007494301,1.208821,-0.6425879,0.1385788,1.208054,-0.5870736,-0.01615864,1.238795,-0.5842298,0.09260997,0.8063408,-1.133752,-0.08138685,0.8159981,-1.14753,0.0671629,0.5858815,-0.8222231,-0.05927917,0.5954351,-0.835819,0.04239729,0.3713299,-0.5190426,-0.03776425,0.380783,-0.5324616,0.03337881,0.2931983,-0.4086354,-0.02992922,0.3026147,-0.42199
158.4297,1,0.04246515,1.384258,-1.024349,0.03328115,1.270888,-1.073429,0.02672353,1.176228,-1.083449,0.02018788,1.081525,-1.09278,0.01335901,0.988725,-1.113756,0.1956813,1.21694,-1.003201,-0.126654,1.238209,-0.9871699,0.1878023,1.052707,-0.8568507,-0.144998,1.089231,-0.826167,0.1324033,1.160692,-0.6732121,-0.03580284,1.172332,-0.654052,0.143298,1.221169,-0.6031511,-0.007818282,1.245302,-0.6032881,0.1323434,1.203347,-0.6529659,-0.007451385,1.208339,-0.6426935,0.1386623,1.207932,-0.5872529,-0.0159173,1.239083,-0.5847083,0.09260947,0.8063305,-1.133754,-0.08138636,0.8160085,-1.147529,0.06716236,0.5858731,-0.8222226,-0.05927896,0.5954435,-0.8358194,0.04239681,0.3713236,-0.5190406,-0.03776425,0.3807896,-0.5324635,0.03337839,0.2931929,-0.4086329,-0.02992934,0.3026206,-0.4219924
158.4406,1,0.04243577,1.384283,-1.024463,0.03326496,1.270903,-1.073519,0.02670991,1.17624,-1.083519,0.02017668,1.081535,-1.09283,0.01335332,0.9887299,-1.113787,0.1956845,1.216965,-1.003312,-0.1267231,1.238242,-0.9873427,0.1878105,1.052653,-0.8570502,-0.1457406,1.089655,-0.8260567,0.1325023,1.160762,-0.6734573,-0.03612873,1.172397,-0.6540334,0.1434823,1.221241,-0.6034114,-0.007438004,1.245459,-0.6037983,0.1325018,1.203422,-0.6532217,-0.007356226,1.208125,-0.6428543,0.1388288,1.208014,-0.58751,-0.01572087,1.239524,-0.5852065,0.09260964,0.8063345,-1.133753,-0.08138651,0.8160045,-1.14753,0.0671626,0.5858763,-0.8222222,-0.05927902,0.5954404,-0.8358197,0.04239714,0.371326,-0.5190409,-0.03776401,0.3807874,-0.5324631,0.03337869,0.2931948,-0.4086334,-0.02992901,0.3026187,-0.4219918
158.4521,1,0.04258168,1.38432,-1.024689,0.03338328,1.270921,-1.073696,0.02679682,1.176256,-1.083655,0.02023193,1.081549,-1.092923,0.0133808,0.9887367,-1.11384,0.1957576,1.216949,-1.003412,-0.1267126,1.238338,-0.9876706,0.187691,1.052624,-0.8571759,-0.1461945,1.090058,-0.8261579,0.1323189,1.160833,-0.673661,-0.03650719,1.17227,-0.6539289,0.143335,1.221359,-0.6036617,-0.007444113,1.245474,-0.6041178,0.132336,1.203507,-0.6534561,-0.007502586,1.207857,-0.6429003,0.1386819,1.208145,-0.5877494,-0.0158425,1.23974,-0.5855151,0.09260911,0.8063234,-1.133754,-0.08138597,0.8160155,-1.147529,0.06716204,0.5858672,-0.8222216,-0.05927876,0.5954492,-0.8358203,0.04239661,0.3713191,-0.5190389,-0.03776404,0.3807938,-0.5324652,0.03337809,0.2931886,-0.4086307,-0.02992916,0.3026242,-0.4219944
158.4633,1,0.04270768,1.384351,-1.024876,0.03348655,1.270935,-1.073841,0.02687284,1.176269,-1.083766,0.02028051,1.08156,-1.093,0.01340562,0.9887421,-1.113883,0.1958199,1.21694,-1.003484,-0.1267141,1.23842,-0.9879666,0.1876672,1.052626,-0.8572406,-0.1467772,1.090588,-0.8261141,0.1322184,1.161004,-0.6738486,-0.03693697,1.172133,-0.6536655,0.1431149,1.221562,-0.6038579,-0.007311583,1.245465,-0.6043754,0.1322481,1.203693,-0.6536753,-0.007600814,1.207504,-0.6428214,0.1383843,1.208368,-0.5879516,-0.01585475,1.239987,-0.5857613,0.09260857,0.8063132,-1.133754,-0.08138546,0.8160257,-1.147528,0.06716159,0.5858591,-0.8222213,-0.05927849,0.5954576,-0.8358208,0.04239613,0.3713127,-0.5190372,-0.03776395,0.3808006,-0.532467,0.03337762,0.2931831,-0.4086285,-0.02992916,0.3026304,-0.4219969
158.4745,1,0.04276237,1.384402,-1.025139,0.03353643,1.270961,-1.074045,0.02690959,1.176291,-1.08392,0.02030391,1.081578,-1.093104,0.01341948,0.9887497,-1.113938,0.195861,1.216974,-1.003653,-0.1267642,1.238503,-0.9883165,0.1876653,1.052632,-0.857443,-0.1473379,1.09108,-0.8261554,0.1322224,1.161216,-0.6741714,-0.03738517,1.172062,-0.6535133,0.1430689,1.221771,-0.6041699,-0.007254422,1.245498,-0.604687,0.1322993,1.203912,-0.6540121,-0.007764101,1.207248,-0.6428427,0.1382614,1.208594,-0.5882724,-0.01590717,1.240241,-0.5860599,0.09260833,0.8063088,-1.133754,-0.08138523,0.8160302,-1.147528,0.06716141,0.5858555,-0.8222206,-0.05927828,0.595461,-0.8358214,0.04239589,0.3713098,-0.5190358,-0.03776392,0.3808032,-0.5324681,0.0333775,0.2931805,-0.408627,-0.02992925,0.3026328,-0.4219979
158.4876,1,0.04281634,1.384457,-1.025422,0.03358391,1.27099,-1.074265,0.02694538,1.176314,-1.084088,0.02032784,1.081597,-1.093219,0.01343417,0.9887587,-1.114002,0.195897,1.217013,-1.003834,-0.126823,1.238583,-0.9886928,0.1875973,1.052664,-0.8576382,-0.1478813,1.091552,-0.8262385,0.1321774,1.161405,-0.6744528,-0.03787094,1.17195,-0.65336,0.1430055,1.221967,-0.6044544,-0.007282168,1.245403,-0.6048448,0.1323288,1.204113,-0.6543181,-0.007979482,1.206933,-0.6427755,0.1381087,1.208815,-0.5885639,-0.01605725,1.240334,-0.5862226,0.09260806,0.8063043,-1.133754,-0.08138496,0.8160347,-1.147528,0.06716117,0.5858518,-0.8222201,-0.05927819,0.5954647,-0.835822,0.04239565,0.3713068,-0.5190349,-0.03776401,0.380806,-0.5324693,0.03337717,0.2931778,-0.4086257,-0.0299294,0.3026353,-0.4219995
158.4969,1,0.04279852,1.384468,-1.025467,0.0335753,1.270995,-1.074299,0.02693999,1.176319,-1.084113,0.02032563,1.081601,-1.093235,0.01343673,0.9887596,-1.114009,0.1958763,1.217034,-1.003831,-0.1269093,1.238603,-0.9888486,0.1874911,1.052692,-0.8576315,-0.1484879,1.092036,-0.8260443,0.1321169,1.161514,-0.6744807,-0.03851596,1.172049,-0.6529634,0.1430008,1.222077,-0.6044918,-0.007508457,1.245474,-0.604673,0.1323337,1.204228,-0.6543593,-0.008378386,1.206835,-0.6424273,0.1380642,1.208939,-0.5886016,-0.01639515,1.240565,-0.5860612,0.09260803,0.8063033,-1.133754,-0.0813849,0.8160356,-1.147528,0.06716117,0.5858512,-0.8222198,-0.0592781,0.5954655,-0.835822,0.04239568,0.3713067,-0.5190344,-0.03776386,0.3808067,-0.5324694,0.03337729,0.2931776,-0.4086252,-0.0299291,0.3026357,-0.4219996
158.5079,1,0.0426718,1.384531,-1.025728,0.03348091,1.271031,-1.074503,0.02687034,1.176347,-1.084267,0.0202806,1.081623,-1.093341,0.01341677,0.9887692,-1.114067,0.1958101,1.217142,-1.004035,-0.1270701,1.23864,-0.9891566,0.1874225,1.052822,-0.8578112,-0.1489656,1.092443,-0.826062,0.1321301,1.161735,-0.6746894,-0.03910911,1.172192,-0.652786,0.1430969,1.222297,-0.6047136,-0.007885814,1.24571,-0.6047751,0.1324092,1.204453,-0.6545783,-0.008831114,1.206882,-0.6423336,0.1381383,1.209171,-0.5888208,-0.01685491,1.24094,-0.5861664,0.09260851,0.8063153,-1.133752,-0.0813854,0.8160236,-1.14753,0.06716153,0.5858605,-0.8222194,-0.05927849,0.5954561,-0.8358225,0.04239601,0.3713135,-0.5190356,-0.03776413,0.3807998,-0.5324682,0.03337747,0.2931836,-0.4086272,-0.02992949,0.3026297,-0.4219978
158.5192,1,0.04265603,1.384613,-1.026117,0.03346819,1.271074,-1.074804,0.02686194,1.176383,-1.084495,0.02027658,1.081652,-1.093496,0.01341638,0.9887816,-1.11415,0.1957972,1.217235,-1.004301,-0.1271776,1.238734,-0.989589,0.1873727,1.053061,-0.8579147,-0.1494585,1.092984,-0.8261462,0.1320044,1.161857,-0.6747465,-0.03976539,1.172342,-0.6525875,0.1429487,1.222494,-0.6048316,-0.008303463,1.245997,-0.6049447,0.1322385,1.204592,-0.654671,-0.009331465,1.206929,-0.6422522,0.1380261,1.209374,-0.5889231,-0.01736578,1.241399,-0.5863377,0.0926086,0.8063188,-1.133751,-0.08138549,0.8160201,-1.147532,0.06716165,0.5858634,-0.8222185,-0.05927843,0.5954534,-0.8358235,0.04239613,0.3713156,-0.5190352,-0.03776413,0.3807977,-0.5324686,0.03337768,0.2931854,-0.4086271,-0.02992931,0.302628,-0.4219979
158.5303,1,0.04274783,1.384638,-1.026271,0.03353462,1.271087,-1.074924,0.0269132,1.176394,-1.084587,0.02031282,1.081661,-1.093559,0.0134356,0.9887861,-1.114186,0.1958402,1.217242,-1.004382,-0.1271759,1.238806,-0.9897866,0.1873939,1.053236,-0.8578104,-0.1497703,1.09355,-0.8259479,0.1319267,1.161873,-0.6745777,-0.04035401,1.17259,-0.6520695,0.1428005,1.222604,-0.6047332,-0.008785248,1.246414,-0.6047598,0.1320832,1.204628,-0.6545445,-0.009825706,1.207124,-0.641832,0.1379226,1.209487,-0.588807,-0.0179337,1.241965,-0.5861589,0.09260821,0.806311,-1.133751,-0.08138511,0.8160279,-1.147531,0.06716126,0.5858569,-0.8222181,-0.05927825,0.5954597,-0.8358239,0.04239586,0.3713106,-0.5190338,-0.03776401,0.3808026,-0.5324701,0.03337747,0.2931808,-0.4086252,-0.02992934,0.3026323,-0.422
158.5417,1,0.04277414,1.384677,-1.026472,0.03355229,1.271108,-1.075081,0.02692688,1.176412,-1.084708,0.02032256,1.081676,-1.093645,0.01344025,0.9887934,-1.114236,0.1958559,1.217285,-1.004521,-0.1272153,1.238877,-0.9900146,0.1875076,1.053358,-0.8578554,-0.1502517,1.094056,-0.8258526,0.1319328,1.162052,-0.6746888,-0.04088804,1.172903,-0.6518543,0.1427106,1.222894,-0.6049262,-0.009053737,1.246843,-0.6049047,0.1319952,1.204831,-0.6547065,-0.01017937,1.207304,-0.6417091,0.1378818,1.209784,-0.5889801,-0.01832002,1.242584,-0.5863176,0.09260815,0.8063108,-1.133751,-0.08138505,0.8160281,-1.147532,0.0671612,0.5858567,-0.8222176,-0.05927819,0.5954599,-0.8358244,0.04239577,0.3713102,-0.5190335,-0.03776401,0.3808028,-0.5324708,0.03337732,0.2931805,-0.4086249,-0.02992937,0.3026325,-0.4220006
158.5525,1,0.04267445,1.384706,-1.026579,0.03347191,1.271125,-1.075165,0.02686656,1.176426,-1.084773,0.02028242,1.081686,-1.09369,0.01341832,0.9887982,-1.114262,0.1957805,1.217362,-1.004578,-0.1273748,1.238895,-0.99022,0.1875603,1.05359,-0.8577302,-0.1510269,1.094659,-0.8256309,0.1319184,1.162261,-0.6745708,-0.04179549,1.173212,-0.6514158,0.1425971,1.223174,-0.6048543,-0.009577841,1.24728,-0.6049324,0.1319076,1.205055,-0.6546199,-0.01084337,1.20743,-0.6413962,0.1377932,1.210067,-0.5888982,-0.01898593,1.243265,-0.5863621,0.09260869,0.8063224,-1.133749,-0.08138555,0.8160166,-1.147534,0.06716168,0.5858661,-0.8222172,-0.05927846,0.5954506,-0.8358245,0.04239625,0.3713175,-0.5190347,-0.03776398,0.3807958,-0.532469,0.0333778,0.2931869,-0.4086267,-0.02992919,0.3026266,-0.4219981
158.5639,1,0.04273,1.384731,-1.026725,0.03350782,1.271139,-1.07528,0.0268935,1.176438,-1.084862,0.02030054,1.081696,-1.093754,0.01342496,0.9888037,-1.114301,0.1958076,1.217381,-1.004677,-0.1274347,1.238958,-0.9904649,0.1875681,1.053724,-0.8577027,-0.1518135,1.095372,-0.8254142,0.1318911,1.162315,-0.6745061,-0.04265228,1.17349,-0.65096,0.1424974,1.223261,-0.604808,-0.009895772,1.247579,-0.6048879,0.13186,1.205118,-0.6545762,-0.01139146,1.207457,-0.6410429,0.1376767,1.210162,-0.5888503,-0.0194447,1.243811,-0.5863378,0.09260857,0.8063208,-1.133749,-0.08138543,0.8160182,-1.147534,0.06716159,0.5858648,-0.822217,-0.05927843,0.5954521,-0.835825,0.04239616,0.3713163,-0.5190343,-0.03776386,0.380797,-0.5324698,0.03337765,0.2931859,-0.4086261,-0.0299291,0.3026277,-0.421999
158.5751,1,0.04278499,1.384774,-1.026954,0.03354186,1.271163,-1.07546,0.02692005,1.176457,-1.085001,0.02031982,1.081712,-1.093852,0.01343334,0.988812,-1.114359,0.1958451,1.217424,-1.004856,-0.1275084,1.239033,-0.9907919,0.1876119,1.053839,-0.8578019,-0.1526281,1.095992,-0.82538,0.1319036,1.162471,-0.6746396,-0.04351458,1.17376,-0.6507397,0.1424582,1.223455,-0.6049662,-0.01025307,1.247834,-0.6050073,0.1318498,1.205284,-0.6547303,-0.01196402,1.207479,-0.6408908,0.1376341,1.210362,-0.5890043,-0.01993769,1.244294,-0.5864829,0.09260845,0.8063191,-1.133748,-0.08138531,0.8160198,-1.147534,0.06716147,0.5858634,-0.8222164,-0.05927837,0.5954535,-0.8358256,0.04239595,0.3713152,-0.5190336,-0.03776395,0.3807982,-0.5324707,0.03337753,0.2931849,-0.4086255,-0.02992925,0.3026288,-0.422
158.5862,1,0.04266277,1.384792,-1.027005,0.03343979,1.271175,-1.075501,0.02684477,1.176467,-1.085035,0.02027154,1.08172,-1.093878,0.01340771,0.9888158,-1.114378,0.1958016,1.217488,-1.004986,-0.1276613,1.239024,-0.9909127,0.1877932,1.053942,-0.8578752,-0.153451,1.096426,-0.8252206,0.1321104,1.162481,-0.6746495,-0.04426351,1.174098,-0.6505835,0.1425855,1.223497,-0.6049931,-0.01052654,1.248159,-0.6051789,0.1320089,1.2053,-0.6547543,-0.01243499,1.20757,-0.6407887,0.1377698,1.210405,-0.5890284,-0.02035153,1.244845,-0.5866867,0.09260899,0.8063322,-1.133746,-0.08138588,0.8160068,-1.147536,0.06716204,0.5858736,-0.8222163,-0.05927861,0.595443,-0.8358258,0.04239658,0.371323,-0.5190353,-0.03776404,0.3807902,-0.532469,0.03337809,0.2931918,-0.4086277,-0.02992928,0.3026217,-0.4219975
158.5972,1,0.04265183,1.384822,-1.027153,0.03342149,1.271193,-1.07562,0.02683264,1.176483,-1.085131,0.02026588,1.081732,-1.09395,0.01340365,0.9888232,-1.114426,0.195803,1.217531,-1.005136,-0.1277635,1.23907,-0.9911455,0.1878629,1.054058,-0.8579406,-0.1542873,1.096911,-0.8251936,0.1321066,1.162461,-0.6746567,-0.04514211,1.174555,-0.6505183,0.1425251,1.223522,-0.6050313,-0.01101065,1.248632,-0.6054355,0.1319255,1.205286,-0.6547731,-0.01308519,1.207827,-0.6407891,0.1377642,1.210422,-0.5890566,-0.02095017,1.24552,-0.5869693,0.09260914,0.806336,-1.133745,-0.08138601,0.8160028,-1.147537,0.06716219,0.5858768,-0.8222158,-0.05927879,0.5954399,-0.8358263,0.04239669,0.3713253,-0.5190354,-0.03776419,0.380788,-0.5324688,0.03337818,0.2931937,-0.408628,-0.02992931,0.3026197,-0.4219973
158.6085,1,0.04273641,1.384857,-1.027357,0.03347722,1.271212,-1.075781,0.02687645,1.176499,-1.085256,0.02029803,1.081746,-1.09404,0.01341972,0.9888305,-1.114481,0.1958675,1.217552,-1.005321,-0.1278091,1.23915,-0.9914394,0.1879361,1.054164,-0.8580313,-0.155052,1.097337,-0.8253077,0.1321383,1.162454,-0.6746935,-0.04594061,1.174942,-0.650594,0.1425142,1.223519,-0.6050644,-0.01147071,1.249101,-0.6059055,0.1319018,1.205275,-0.6548004,-0.01368684,1.208054,-0.6409683,0.1377896,1.210407,-0.5890879,-0.02151203,1.246197,-0.5874608,0.09260884,0.8063306,-1.133745,-0.08138572,0.8160084,-1.147537,0.0671618,0.5858724,-0.8222151,-0.05927855,0.5954444,-0.8358268,0.04239634,0.3713217,-0.5190339,-0.03776413,0.3807914,-0.53247,0.03337789,0.2931905,-0.4086264,-0.02992931,0.3026228,-0.4219986
158.6202,1,0.04261851,1.38492,-1.027631,0.03338039,1.271248,-1.075995,0.02680489,1.176528,-1.085421,0.02025193,1.08177,-1.094156,0.01339567,0.9888415,-1.114548,0.1958469,1.217641,-1.005653,-0.1279525,1.239184,-0.9917213,0.1880679,1.054352,-0.8582463,-0.1556292,1.097732,-0.8253531,0.1323366,1.162274,-0.6746715,-0.04646003,1.175164,-0.6505982,0.1426884,1.223295,-0.605001,-0.01163951,1.249437,-0.606375,0.1320632,1.205078,-0.6547444,-0.01400846,1.208122,-0.6411104,0.1379904,1.210165,-0.5890319,-0.02177617,1.246756,-0.5879482,0.09260941,0.8063449,-1.133743,-0.08138628,0.8159941,-1.14754,0.06716236,0.5858834,-0.8222147,-0.05927891,0.5954332,-0.8358273,0.04239687,0.37133,-0.5190355,-0.03776407,0.3807831,-0.5324686,0.03337836,0.2931978,-0.4086286,-0.02992925,0.3026155,-0.4219966
158.6306,1,0.0425556,1.384972,-1.027867,0.03332499,1.271278,-1.076181,0.02676544,1.176553,-1.085564,0.02022865,1.081789,-1.094257,0.01338452,0.9888508,-1.114609,0.1958421,1.217711,-1.005917,-0.1280925,1.239222,-0.9920321,0.188041,1.05443,-0.8585016,-0.1563813,1.098128,-0.8254633,0.1324002,1.162177,-0.6747962,-0.0472016,1.175394,-0.6506414,0.1428566,1.223128,-0.6050797,-0.01200235,1.24976,-0.6068749,0.1321613,1.204961,-0.6548266,-0.01453447,1.208173,-0.6412737,0.1381776,1.209983,-0.5891171,-0.02224764,1.247314,-0.5884756,0.0926097,0.8063526,-1.133741,-0.0813866,0.8159863,-1.147542,0.06716263,0.5858896,-0.8222141,-0.05927914,0.5954269,-0.8358279,0.04239696,0.3713344,-0.5190361,-0.03776434,0.3807784,-0.532468,0.03337845,0.2932016,-0.4086298,-0.0299294,0.3026116,-0.4219956
158.642,1,0.04248542,1.38504,-1.028179,0.03326404,1.271316,-1.076424,0.026723,1.176584,-1.085751,0.02020499,1.081813,-1.094387,0.01337507,0.988862,-1.114682,0.195827,1.217798,-1.006225,-0.1282454,1.239256,-0.9924175,0.1879481,1.054623,-0.8586961,-0.1571697,1.098628,-0.825564,0.1323782,1.161986,-0.6747448,-0.04786181,1.17534,-0.6505784,0.1429375,1.222899,-0.6050107,-0.01201153,1.24968,-0.6073002,0.1321658,1.204759,-0.6547507,-0.01486599,1.207827,-0.6413497,0.1382854,1.209745,-0.5890481,-0.02236331,1.24751,-0.588926,0.09261,0.8063601,-1.133739,-0.08138688,0.8159788,-1.147543,0.06716293,0.5858958,-0.8222134,-0.05927917,0.595421,-0.8358287,0.04239738,0.3713391,-0.5190365,-0.03776404,0.380774,-0.5324677,0.0333789,0.2932056,-0.4086305,-0.02992904,0.3026075,-0.4219946
158.6531,1,0.04231712,1.385102,-1.028427,0.03313446,1.271351,-1.076616,0.02662882,1.176612,-1.085896,0.02014631,1.081835,-1.094486,0.01335001,0.9888709,-1.114735,0.1957428,1.217905,-1.006459,-0.1284216,1.239265,-0.9926898,0.1877816,1.05476,-0.8589017,-0.1579008,1.099141,-0.8255096,0.132296,1.161893,-0.6747911,-0.04837123,1.175425,-0.6504757,0.1430277,1.222764,-0.6050465,-0.01185831,1.249691,-0.6076265,0.1321394,1.204655,-0.6547724,-0.01503313,1.207587,-0.6413351,0.1384081,1.209602,-0.5890808,-0.0223386,1.247805,-0.5892938,0.0926106,0.8063743,-1.133737,-0.08138746,0.8159646,-1.147546,0.0671635,0.585907,-0.8222129,-0.0592795,0.5954099,-0.8358289,0.04239789,0.3713477,-0.519038,-0.03776425,0.3807657,-0.5324661,0.03337941,0.2932131,-0.4086328,-0.02992913,0.3026001,-0.4219924
158.6642,1,0.04207984,1.385151,-1.028595,0.03294989,1.271381,-1.076748,0.02649376,1.176636,-1.085999,0.0200609,1.081852,-1.094559,0.01331115,0.9888791,-1.11478,0.1956175,1.218032,-1.006648,-0.1286897,1.239227,-0.9929765,0.1875911,1.054859,-0.8591248,-0.1591671,1.099656,-0.8255126,0.1322792,1.161919,-0.6749191,-0.0491583,1.175408,-0.650548,0.1432626,1.222688,-0.6051252,-0.01158682,1.249433,-0.6081989,0.132235,1.204657,-0.6548486,-0.0152792,1.207013,-0.6414576,0.138658,1.209514,-0.5891654,-0.0222708,1.247963,-0.589946,0.09261143,0.8063948,-1.133734,-0.08138832,0.8159441,-1.147549,0.06716427,0.585923,-0.8222128,-0.05928001,0.5953934,-0.8358293,0.04239866,0.3713595,-0.5190406,-0.03776431,0.3807533,-0.5324636,0.03338009,0.2932235,-0.4086366,-0.0299291,0.3025893,-0.4219889
158.6758,1,0.04195866,1.385194,-1.02877,0.03285846,1.271406,-1.076886,0.02642781,1.176656,-1.086106,0.02002046,1.081868,-1.094634,0.01329547,0.9888862,-1.114824,0.1955501,1.218105,-1.006801,-0.1288579,1.239235,-0.9932438,0.1873743,1.055022,-0.8591871,-0.1602118,1.100131,-0.8255541,0.132192,1.161789,-0.674773,-0.04978615,1.175518,-0.6506943,0.1433371,1.222425,-0.6048883,-0.01135978,1.249331,-0.6087452,0.1322425,1.204495,-0.6546335,-0.0154646,1.206644,-0.6416109,0.1387176,1.209234,-0.5889468,-0.02223015,1.248225,-0.5905771,0.09261182,0.8064041,-1.133732,-0.0813887,0.8159348,-1.147551,0.06716454,0.5859306,-0.8222125,-0.05928022,0.595386,-0.8358299,0.04239869,0.3713653,-0.5190418,-0.03776443,0.3807479,-0.5324628,0.03338012,0.2932289,-0.4086381,-0.02992919,0.3025845,-0.4219877
158.6868,1,0.04188704,1.385228,-1.028913,0.0328075,1.271425,-1.076999,0.02639139,1.176671,-1.086194,0.01999849,1.08188,-1.094697,0.01328874,0.9888921,-1.114862,0.1955038,1.218153,-1.006901,-0.1290098,1.239251,-0.9935256,0.1870357,1.055003,-0.8593779,-0.1613361,1.100632,-0.8256185,0.1320051,1.161734,-0.6748977,-0.05048513,1.175567,-0.6508335,0.1433877,1.222135,-0.6048478,-0.01114273,1.249082,-0.6092111,0.1322284,1.204385,-0.6546432,-0.01569286,1.206151,-0.6416973,0.1387108,1.20892,-0.5889426,-0.0222179,1.248356,-0.5911474,0.092612,0.8064089,-1.133731,-0.08138889,0.8159301,-1.147552,0.06716475,0.5859343,-0.8222121,-0.05928028,0.5953822,-0.8358301,0.04239905,0.3713679,-0.5190422,-0.03776434,0.3807449,-0.5324623,0.03338051,0.293231,-0.4086388,-0.02992904,0.302582,-0.4219869
158.6977,1,0.04189432,1.38528,-1.029181,0.03281674,1.271453,-1.07721,0.02639961,1.176695,-1.086357,0.0200057,1.0819,-1.094812,0.01329595,0.9889016,-1.114931,0.1955196,1.218212,-1.007098,-0.1291063,1.239291,-0.9939093,0.1866959,1.055147,-0.859502,-0.1621327,1.10115,-0.8257444,0.1321149,1.161923,-0.6749142,-0.05093703,1.17523,-0.6508139,0.1439494,1.221987,-0.6046502,-0.01072648,1.248458,-0.6095157,0.1326495,1.204497,-0.6545058,-0.01571441,1.205307,-0.6416458,0.1391822,1.208749,-0.5887914,-0.02197203,1.248087,-0.591547,0.09261191,0.8064082,-1.13373,-0.0813888,0.8159307,-1.147552,0.06716472,0.5859338,-0.8222114,-0.05928028,0.5953829,-0.8358308,0.04239905,0.3713673,-0.5190414,-0.03776437,0.3807456,-0.5324632,0.03338048,0.2932303,-0.4086379,-0.02992904,0.3025829,-0.4219877
158.7088,1,0.04183206,1.385327,-1.029392,0.03277713,1.271479,-1.077375,0.02637073,1.176716,-1.086483,0.01998734,1.081917,-1.0949,0.013291,0.9889091,-1.114981,0.1954733,1.218276,-1.007215,-0.1292082,1.239324,-0.9941804,0.1862764,1.055367,-0.859469,-0.1628241,1.10166,-0.8257413,0.1320807,1.162004,-0.6746869,-0.05130184,1.175188,-0.6507862,0.1443941,1.221767,-0.6042493,-0.01034462,1.248111,-0.6096829,0.1328768,1.204504,-0.6541343,-0.01571235,1.204808,-0.6415448,0.1396047,1.208498,-0.5884234,-0.02173886,1.248036,-0.5918042,0.09261209,0.8064126,-1.133729,-0.08138895,0.8159263,-1.147553,0.06716487,0.5859373,-0.8222109,-0.05928037,0.5953794,-0.8358312,0.0423992,0.3713698,-0.5190414,-0.03776425,0.3807428,-0.532463,0.03338063,0.2932326,-0.4086382,-0.02992895,0.3025802,-0.4219874
158.7202,1,0.04189616,1.385366,-1.02961,0.03283608,1.271498,-1.077545,0.02641544,1.176733,-1.086614,0.02001759,1.081931,-1.094991,0.01331094,0.9889158,-1.115034,0.1954959,1.218298,-1.007302,-0.1292478,1.239368,-0.994516,0.1858692,1.055498,-0.8594626,-0.1632735,1.101897,-0.8260028,0.1320123,1.16217,-0.674602,-0.05150986,1.174725,-0.6509091,0.1447933,1.221722,-0.6040682,-0.009967506,1.247261,-0.6097081,0.1330697,1.204623,-0.6539614,-0.01564771,1.203972,-0.6415352,0.139976,1.208442,-0.5882586,-0.02144909,1.247335,-0.5918857,0.0926117,0.8064052,-1.13373,-0.08138858,0.8159338,-1.147553,0.06716448,0.5859312,-0.8222106,-0.05928019,0.5953854,-0.8358318,0.04239866,0.3713653,-0.5190402,-0.0377644,0.3807476,-0.5324644,0.03338012,0.2932285,-0.4086367,-0.02992907,0.3025845,-0.4219891
