Time,Current Trial,Head X,Head Y,Head Z,Neck X,Neck Y,Neck Z,SpineShoulder X,SpineShoulder Y,SpineShoulder Z,SpineMid X,SpineMid Y,SpineMid Z,SpineBase X,SpineBase Y,SpineBase Z,RightShoulder X,RightShoulder Y,RightShoulder Z,LeftShoulder X,LeftShoulder Y,LeftShoulder Z,RightElbow X,RightElbow Y,RightElbow Z,LeftElbow X,LeftElbow Y,LeftElbow Z,RightWrist X,RightWrist Y,RightWrist Z,LeftWrist X,LeftWrist Y,LeftWrist Z,RightHand X,RightHand Y,RightHand Z,LeftHand X,LeftHand Y,LeftHand Z,RightThumb X,RightThumb Y,RightThumb Z,LeftThumb X,LeftThumb Y,LeftThumb Z,RightHandTip X,RightHandTip Y,RightHandTip Z,LeftHandTip X,LeftHandTip Y,LeftHandTip Z,RightHip X,RightHip Y,RightHip Z,LeftHip X,LeftHip Y,LeftHip Z,RightKnee X,RightKnee Y,RightKnee Z,LeftKnee X,LeftKnee Y,LeftKnee Z,RightAnkle X,RightAnkle Y,RightAnkle Z,LeftAnkle X,LeftAnkle Y,LeftAnkle Z,RightFoot X,RightFoot Y,RightFoot Z,LeftFoot X,LeftFoot Y,LeftFoot Z
149.583,1,0.07802248,1.387565,-1.064892,0.05878907,1.271714,-1.104319,0.04537162,1.177272,-1.106458,0.03200734,1.082838,-1.107907,0.01790178,0.9894266,-1.121093,0.2256015,1.20915,-1.051336,-0.1282907,1.287545,-1.088768,0.2700025,1.141512,-0.8466251,-0.2651765,1.274509,-0.9168801,0.2428362,1.15131,-0.6284077,-0.09686741,1.415203,-0.9350501,0.1850502,1.179648,-0.5610097,-0.04534099,1.461174,-0.9976318,0.2020472,1.152737,-0.6046678,-0.05891854,1.422809,-0.9620942,0.1997189,1.183775,-0.5462694,-0.05284649,1.480614,-0.9937297,0.09249297,0.8044372,-1.133874,-0.08126983,0.8179017,-1.147408,0.06705964,0.584342,-0.8220861,-0.05920953,0.5969774,-0.8359501,0.04230756,0.3701448,-0.518654,-0.03774059,0.3819737,-0.5328385,0.03329396,0.2921422,-0.4081552,-0.02992237,0.3036774,-0.4224565
149.5942,1,0.07762289,1.387509,-1.064071,0.05846965,1.271707,-1.10368,0.04513919,1.177256,-1.105969,0.03186241,1.082812,-1.107569,0.0178349,0.9894102,-1.120902,0.2253921,1.209224,-1.050943,-0.1285994,1.287492,-1.087938,0.2700308,1.14149,-0.8463151,-0.2655269,1.274909,-0.91605,0.2433417,1.150928,-0.6280228,-0.09701315,1.415377,-0.9340734,0.1856894,1.179331,-0.5605375,-0.04527342,1.461008,-0.9967272,0.2025945,1.15239,-0.6042135,-0.05896676,1.422843,-0.9610192,0.2003861,1.183454,-0.5458241,-0.05280203,1.480467,-0.9929656,0.09249488,0.8044618,-1.133874,-0.08127175,0.8178771,-1.147408,0.06706131,0.5843623,-0.8220895,-0.05921078,0.5969572,-0.8359467,0.04230884,0.3701606,-0.5186607,-0.03774112,0.3819578,-0.5328322,0.03329509,0.2921566,-0.4081629,-0.02992252,0.303663,-0.4224491
149.6055,1,0.07715103,1.387502,-1.063549,0.05808756,1.271724,-1.103271,0.04486024,1.177261,-1.105654,0.03168732,1.082804,-1.107348,0.01775077,0.9894017,-1.120774,0.2251497,1.209364,-1.050821,-0.1289571,1.287443,-1.087164,0.2702934,1.141097,-0.8464817,-0.2655504,1.275227,-0.9149841,0.2437111,1.150626,-0.6281804,-0.09695922,1.415603,-0.9329993,0.1864148,1.17919,-0.5604608,-0.04519296,1.460988,-0.99581,0.2030639,1.152207,-0.6042085,-0.05890086,1.422964,-0.959957,0.2011824,1.183266,-0.5458055,-0.05272409,1.480461,-0.9921293,0.09249747,0.8044972,-1.133872,-0.08127433,0.8178417,-1.14741,0.06706348,0.5843908,-0.8220924,-0.05921224,0.5969285,-0.835944,0.04231071,0.3701826,-0.5186681,-0.03774157,0.3819356,-0.5328249,0.03329685,0.292176,-0.4081719,-0.02992272,0.3036432,-0.4224401
149.6166,1,0.0763734,1.387528,-1.062972,0.0574708,1.271766,-1.102817,0.04440761,1.177282,-1.105304,0.03139952,1.082805,-1.107101,0.01761317,0.9893948,-1.120628,0.2247304,1.209622,-1.050721,-0.1295573,1.287339,-1.086361,0.2702824,1.141089,-0.8465618,-0.2657891,1.275504,-0.9138685,0.2441621,1.150283,-0.6281902,-0.09723942,1.415918,-0.9319763,0.1871041,1.178919,-0.5602995,-0.04548195,1.461133,-0.9949173,0.2035857,1.151922,-0.6041025,-0.05920136,1.423185,-0.9589884,0.2019199,1.182967,-0.5456849,-0.05298251,1.480622,-0.9912591,0.09250173,0.8045577,-1.133868,-0.08127859,0.8177812,-1.147415,0.06706721,0.5844395,-0.822096,-0.0592148,0.5968797,-0.8359405,0.04231399,0.3702202,-0.5186797,-0.03774247,0.3818979,-0.5328137,0.03329986,0.2922094,-0.4081864,-0.02992302,0.3036097,-0.422426
149.628,1,0.07548204,1.387567,-1.062398,0.05675852,1.271818,-1.102364,0.04388589,1.177311,-1.104954,0.03106934,1.082809,-1.106854,0.01745504,0.9893887,-1.120481,0.2242334,1.209942,-1.050636,-0.1302484,1.287172,-1.085452,0.2700775,1.141186,-0.8466172,-0.2658569,1.275646,-0.9124484,0.2444928,1.14996,-0.628165,-0.09734851,1.41605,-0.9310103,0.1877974,1.178663,-0.5599996,-0.04567885,1.46122,-0.9940553,0.204018,1.151688,-0.6039131,-0.05937237,1.423266,-0.9581228,0.2026839,1.182638,-0.5454372,-0.05313033,1.480721,-0.9903581,0.09250659,0.804628,-1.133862,-0.08128347,0.8177109,-1.147421,0.06707141,0.5844965,-0.8220998,-0.05921784,0.5968227,-0.8359368,0.04231745,0.3702638,-0.5186929,-0.03774375,0.3818543,-0.5328008,0.03330311,0.2922481,-0.4082034,-0.02992368,0.3035707,-0.4224098
149.6389,1,0.0742029,1.387673,-1.061958,0.05573395,1.271914,-1.102013,0.04313362,1.177373,-1.104681,0.03059086,1.082836,-1.106658,0.01722199,0.9893904,-1.120361,0.2235067,1.210451,-1.050753,-0.1312498,1.286887,-1.084499,0.2697206,1.141447,-0.8469009,-0.2660865,1.275401,-0.9108904,0.2447526,1.149726,-0.628358,-0.09791835,1.416168,-0.9297825,0.1884501,1.1785,-0.559898,-0.04647484,1.461366,-0.992992,0.2043817,1.151565,-0.6039419,-0.06007975,1.423345,-0.9570969,0.203411,1.182375,-0.5453846,-0.05384052,1.48088,-0.9891903,0.0925138,0.8047355,-1.133852,-0.08129066,0.8176034,-1.147431,0.06707764,0.5845828,-0.8221043,-0.05922231,0.596736,-0.8359329,0.0423227,0.3703299,-0.5187119,-0.03774545,0.3817878,-0.5327825,0.03330803,0.2923069,-0.4082276,-0.02992433,0.3035116,-0.4223862
149.6501,1,0.07310629,1.387759,-1.061569,0.05485058,1.271994,-1.101704,0.04248536,1.177424,-1.104443,0.03017908,1.082857,-1.106491,0.01702011,0.989392,-1.120261,0.2228926,1.210886,-1.050897,-0.1321008,1.286701,-1.083613,0.2693687,1.141777,-0.8471405,-0.2661473,1.2754,-0.9093814,0.2451406,1.149445,-0.6284919,-0.0983015,1.416504,-0.9286229,0.1892018,1.178259,-0.5597506,-0.04711264,1.461758,-0.991999,0.2048686,1.151374,-0.6039199,-0.06060648,1.423664,-0.9561397,0.2042311,1.182044,-0.5452845,-0.05440313,1.481279,-0.9880943,0.09251994,0.8048288,-1.133842,-0.0812968,0.8175102,-1.14744,0.06708294,0.5846579,-0.8221081,-0.0592261,0.5966611,-0.8359293,0.04232711,0.3703872,-0.5187284,-0.03774697,0.3817304,-0.5327667,0.0333122,0.2923579,-0.4082486,-0.02992508,0.3034607,-0.4223661
149.6615,1,0.07180208,1.387853,-1.061072,0.05380136,1.272085,-1.101315,0.04171321,1.177481,-1.104146,0.02968559,1.082881,-1.106287,0.01677513,0.9893945,-1.120148,0.2221382,1.211403,-1.050975,-0.133115,1.286478,-1.082603,0.2690124,1.142073,-0.8473842,-0.2663234,1.275504,-0.9077083,0.2453863,1.149253,-0.6286532,-0.09876704,1.416883,-0.9274468,0.1897953,1.1781,-0.5596442,-0.04782262,1.462175,-0.9909927,0.2052135,1.151255,-0.603925,-0.06119728,1.424036,-0.9551361,0.2048908,1.181811,-0.5452278,-0.05506426,1.4817,-0.9870166,0.09252724,0.8049422,-1.133831,-0.08130413,0.8173968,-1.147452,0.06708923,0.5847491,-0.8221127,-0.05923054,0.5965695,-0.8359252,0.0423325,0.3704566,-0.5187483,-0.03774869,0.3816605,-0.5327476,0.03331721,0.2924193,-0.4082742,-0.0299257,0.3033987,-0.4223414
149.6725,1,0.07070792,1.387909,-1.060519,0.05291265,1.272152,-1.100886,0.04106146,1.177522,-1.103825,0.02927235,1.082894,-1.106074,0.01657063,0.9893945,-1.120038,0.2215028,1.21183,-1.050973,-0.133964,1.286358,-1.08162,0.2686709,1.142381,-0.8474907,-0.2663977,1.2758,-0.9061134,0.2456581,1.149032,-0.6286778,-0.09919181,1.417526,-0.9263266,0.1903505,1.177899,-0.5594497,-0.04861325,1.462849,-0.9901419,0.2055719,1.151077,-0.6038129,-0.06178838,1.424685,-0.9542388,0.2055008,1.181566,-0.5450797,-0.05582011,1.482375,-0.9861039,0.09253323,0.8050364,-1.133822,-0.08131011,0.8173026,-1.147461,0.06709448,0.5848247,-0.8221165,-0.05923414,0.5964937,-0.8359215,0.042337,0.3705143,-0.5187648,-0.03774998,0.3816024,-0.5327313,0.03332153,0.2924705,-0.4082952,-0.02992618,0.303347,-0.4223206
149.6836,1,0.06929886,1.387977,-1.05981,0.05177283,1.272235,-1.100338,0.04022181,1.177572,-1.103416,0.02873474,1.082911,-1.105805,0.01630017,0.9893955,-1.119904,0.220696,1.212371,-1.051,-0.1350556,1.286139,-1.080376,0.2682125,1.143106,-0.8475369,-0.2664256,1.275921,-0.9040508,0.2463788,1.148832,-0.6285771,-0.09962445,1.418026,-0.9249437,0.1913247,1.177687,-0.5591423,-0.04956985,1.463357,-0.9891652,0.2063759,1.150892,-0.6035796,-0.06245661,1.425181,-0.9531697,0.2065253,1.181326,-0.5448183,-0.05673304,1.482884,-0.9850567,0.09254098,0.8051612,-1.13381,-0.08131784,0.8171778,-1.147473,0.06710118,0.5849252,-0.8221216,-0.05923885,0.5963931,-0.835917,0.0423426,0.3705909,-0.5187869,-0.03775173,0.3815254,-0.5327105,0.03332672,0.2925385,-0.4083236,-0.0299269,0.3032786,-0.4222937
149.695,1,0.0678381,1.388046,-1.059109,0.05058977,1.27232,-1.099799,0.03934929,1.177624,-1.103018,0.02817467,1.082929,-1.105547,0.01601622,0.9893981,-1.119782,0.2198233,1.21295,-1.050949,-0.136198,1.285893,-1.079219,0.2678177,1.143667,-0.8476034,-0.2666399,1.27611,-0.9021815,0.246698,1.148856,-0.6285601,-0.1001916,1.418496,-0.9239531,0.1918485,1.177643,-0.5589353,-0.05059171,1.463838,-0.9885188,0.2067704,1.150888,-0.6034402,-0.06323066,1.425648,-0.9524502,0.2070915,1.181273,-0.5446543,-0.05771405,1.483366,-0.9843462,0.09254894,0.8052931,-1.133796,-0.08132581,0.8170459,-1.147487,0.06710821,0.5850313,-0.8221264,-0.05924356,0.5962868,-0.8359125,0.04234886,0.3706717,-0.5188096,-0.03775325,0.3814441,-0.5326883,0.03333259,0.2926102,-0.4083526,-0.02992722,0.3032064,-0.4222652
149.706,1,0.06625187,1.388094,-1.058199,0.04929808,1.272398,-1.0991,0.03839618,1.17767,-1.1025,0.02756238,1.08294,-1.105211,0.01570246,0.9893973,-1.119622,0.2188639,1.213563,-1.050789,-0.1374371,1.285611,-1.077799,0.2672412,1.144408,-0.8474905,-0.2668426,1.276315,-0.8999776,0.2470649,1.14881,-0.6283413,-0.100751,1.418967,-0.9227077,0.1924151,1.177493,-0.5585167,-0.05162144,1.464334,-0.9876146,0.2072131,1.150795,-0.6030973,-0.06400025,1.426127,-0.9514735,0.2077001,1.181114,-0.5442781,-0.05870938,1.483861,-0.9833792,0.09255743,0.8054378,-1.133781,-0.08133432,0.8169011,-1.147501,0.06711558,0.5851474,-0.8221321,-0.05924869,0.5961703,-0.8359073,0.04235515,0.3707604,-0.5188349,-0.0377551,0.3813549,-0.5326641,0.03333855,0.2926886,-0.4083851,-0.02992791,0.3031272,-0.4222342
149.717,1,0.06459633,1.388101,-1.057014,0.04794878,1.272459,-1.098191,0.03739759,1.1777,-1.101828,0.02691677,1.082937,-1.104776,0.01536644,0.9893917,-1.119417,0.2178262,1.214186,-1.05035,-0.1387412,1.285336,-1.076275,0.2667978,1.144969,-0.8472151,-0.2673198,1.276551,-0.8978281,0.2471927,1.148974,-0.6280063,-0.1017092,1.419627,-0.921392,0.1927314,1.177534,-0.5579845,-0.05312628,1.465025,-0.9866877,0.2074276,1.150871,-0.6026196,-0.0651817,1.426823,-0.9504316,0.2080594,1.181187,-0.5438004,-0.06021219,1.484544,-0.9824131,0.09256625,0.8055914,-1.133766,-0.08134311,0.8167476,-1.147516,0.06712347,0.5852709,-0.8221382,-0.05925387,0.5960467,-0.8359015,0.04236197,0.3708545,-0.5188617,-0.03775689,0.3812604,-0.532638,0.03334504,0.2927722,-0.4084194,-0.02992851,0.3030431,-0.4222005
149.7281,1,0.06308043,1.388084,-1.055818,0.04670894,1.272502,-1.097274,0.03648031,1.177717,-1.101149,0.02632424,1.082927,-1.104335,0.01505694,0.9893833,-1.119208,0.2168822,1.214743,-1.049909,-0.1399256,1.285055,-1.074688,0.266441,1.145501,-0.8469257,-0.2675549,1.276663,-0.8955418,0.247507,1.1491,-0.6276509,-0.1023767,1.420105,-0.9199031,0.1932659,1.177619,-0.5574419,-0.05434993,1.465562,-0.9855678,0.20784,1.15094,-0.602107,-0.06607738,1.42735,-0.9492153,0.2086425,1.181321,-0.5433238,-0.06143343,1.485071,-0.9812445,0.09257406,0.805732,-1.133753,-0.08135092,0.816607,-1.14753,0.06713039,0.5853841,-0.8221439,-0.05925843,0.5959332,-0.8358963,0.04236829,0.3709409,-0.5188863,-0.03775811,0.3811735,-0.5326141,0.03335097,0.2928491,-0.4084509,-0.02992857,0.3029659,-0.4221698
149.7395,1,0.06138584,1.388091,-1.054698,0.04533359,1.272558,-1.096416,0.03546005,1.177744,-1.100515,0.02566129,1.082924,-1.103927,0.01471025,0.9893783,-1.119017,0.2158279,1.215366,-1.049558,-0.1412434,1.284714,-1.073133,0.2658098,1.146204,-0.8466507,-0.2677742,1.27661,-0.893196,0.2477695,1.149119,-0.6272902,-0.1031098,1.420492,-0.9184271,0.193776,1.177639,-0.556891,-0.05571991,1.466084,-0.9844595,0.2081987,1.150945,-0.6015962,-0.06707969,1.427815,-0.9480504,0.2092039,1.18136,-0.5428334,-0.06278822,1.48558,-0.9800503,0.09258255,0.8058912,-1.133736,-0.08135945,0.8164478,-1.147546,0.06713811,0.5855119,-0.8221498,-0.05926347,0.5958052,-0.8358908,0.04237503,0.3710384,-0.5189138,-0.03775981,0.3810754,-0.5325875,0.03335747,0.2929354,-0.4084865,-0.02992892,0.3028789,-0.4221357
149.7505,1,0.05989,1.388085,-1.05368,0.0441137,1.2726,-1.095634,0.03455594,1.177763,-1.099939,0.02507499,1.082919,-1.103555,0.01440275,0.9893727,-1.118844,0.2148762,1.215921,-1.049184,-0.1424156,1.28438,-1.07177,0.2652857,1.146579,-0.8464444,-0.2678131,1.276279,-0.891042,0.2477326,1.149194,-0.6270407,-0.1038485,1.420766,-0.9173437,0.1941054,1.177817,-0.5564039,-0.05734804,1.466643,-0.9838099,0.2082787,1.151097,-0.6011734,-0.06822211,1.428215,-0.9474207,0.2096023,1.181507,-0.5424142,-0.06435087,1.486121,-0.9792184,0.09258986,0.8060322,-1.133722,-0.08136673,0.8163068,-1.147561,0.0671446,0.5856252,-0.8221548,-0.0592677,0.5956917,-0.8358862,0.04238081,0.3711246,-0.518938,-0.037761,0.3809888,-0.5325642,0.03336298,0.2930117,-0.4085176,-0.02992916,0.3028021,-0.4221054
149.7616,1,0.05836961,1.388098,-1.052801,0.04287022,1.272649,-1.094958,0.03363353,1.177789,-1.09944,0.02447581,1.082919,-1.103233,0.01408598,0.9893695,-1.118693,0.2139131,1.216502,-1.048945,-0.1435839,1.284031,-1.070316,0.2643228,1.147575,-0.8460634,-0.2673461,1.275778,-0.8884706,0.2479184,1.149261,-0.6265622,-0.104166,1.42093,-0.9159645,0.1946186,1.177924,-0.555694,-0.05872482,1.467231,-0.9828682,0.2085721,1.151208,-0.6005346,-0.06904751,1.428544,-0.9465925,0.2101771,1.181583,-0.5417646,-0.06560916,1.486685,-0.978008,0.0925971,0.8061786,-1.133706,-0.08137399,0.8161603,-1.147577,0.06715116,0.585743,-0.8221596,-0.05927193,0.5955738,-0.8358821,0.04238659,0.3712143,-0.5189628,-0.03776234,0.3808988,-0.5325406,0.03336853,0.2930911,-0.4085495,-0.02992934,0.3027222,-0.4220747
149.7729,1,0.05670816,1.388082,-1.051697,0.04151067,1.272686,-1.094108,0.03262225,1.177803,-1.09881,0.0238151,1.082909,-1.102825,0.01373202,0.9893618,-1.118498,0.2128562,1.217123,-1.048568,-0.1448743,1.283654,-1.068753,0.2639157,1.148107,-0.8458791,-0.2671491,1.275469,-0.8859013,0.248117,1.149564,-0.6263317,-0.1047124,1.421184,-0.914789,0.1951398,1.178244,-0.5552286,-0.06022534,1.467944,-0.9820133,0.2088794,1.15154,-0.6001427,-0.07006145,1.42898,-0.9458998,0.2107592,1.181876,-0.5413607,-0.06699103,1.487372,-0.976886,0.09260488,0.8063411,-1.133688,-0.08138177,0.8159978,-1.147594,0.06715825,0.5858735,-0.8221648,-0.05927631,0.5954431,-0.8358772,0.04239309,0.3713138,-0.5189899,-0.03776336,0.3807991,-0.5325142,0.03337473,0.2931793,-0.4085847,-0.02992916,0.3026336,-0.4220404
149.784,1,0.05502254,1.388034,-1.050424,0.04013321,1.272706,-1.093127,0.03159666,1.177803,-1.098081,0.02314368,1.082888,-1.102347,0.0133715,0.9893486,-1.118264,0.2117516,1.217734,-1.047972,-0.1461879,1.283296,-1.067138,0.2633413,1.148668,-0.8454348,-0.2672305,1.275261,-0.8834617,0.2480099,1.149894,-0.6258526,-0.1055861,1.42163,-0.9134638,0.195286,1.178564,-0.5545578,-0.06199324,1.468753,-0.98102,0.2088727,1.15185,-0.5995125,-0.07138008,1.429566,-0.9450282,0.2109563,1.182215,-0.5407521,-0.06864142,1.488159,-0.9756631,0.09261242,0.8065051,-1.133671,-0.08138931,0.8158339,-1.147612,0.06716529,0.5860052,-0.8221701,-0.05928054,0.595311,-0.8358724,0.04239953,0.3714142,-0.5190177,-0.03776449,0.3806983,-0.5324875,0.03338099,0.2932682,-0.4086207,-0.02992907,0.3025442,-0.4220058
149.7959,1,0.05344251,1.387989,-1.049274,0.03883645,1.272722,-1.092238,0.03063402,1.177802,-1.09742,0.0225175,1.082868,-1.101915,0.01303771,0.9893361,-1.118052,0.2107318,1.218306,-1.047529,-0.1473957,1.282936,-1.065464,0.2625976,1.149399,-0.8450081,-0.2669775,1.27505,-0.8808271,0.2481066,1.149976,-0.6253663,-0.1059953,1.421922,-0.911913,0.1956201,1.178689,-0.5539135,-0.06324351,1.469408,-0.9797519,0.2090638,1.151934,-0.5988865,-0.07218844,1.430024,-0.9438631,0.2113375,1.182368,-0.5401691,-0.06981647,1.488786,-0.9742035,0.09261912,0.8066571,-1.133654,-0.08139601,0.8156819,-1.147628,0.06717148,0.5861273,-0.8221749,-0.05928421,0.5951889,-0.8358679,0.04240531,0.371507,-0.519043,-0.03776523,0.380605,-0.5324626,0.03338653,0.2933503,-0.4086534,-0.02992883,0.3024614,-0.4219735
149.8065,1,0.05169684,1.387972,-1.048247,0.03741553,1.272751,-1.091443,0.02957723,1.177811,-1.096828,0.0218271,1.082857,-1.101526,0.01267081,0.9893264,-1.117859,0.209619,1.21895,-1.047221,-0.1487347,1.282524,-1.063937,0.2620161,1.150048,-0.844836,-0.2669841,1.274753,-0.8784389,0.2482647,1.150181,-0.6251459,-0.1067297,1.422211,-0.9104943,0.1960412,1.178939,-0.5535188,-0.06475139,1.470087,-0.9785418,0.2093213,1.152151,-0.5985209,-0.073291,1.430494,-0.9427834,0.2118093,1.182632,-0.5398366,-0.07125598,1.489433,-0.9728048,0.09262618,0.8068258,-1.133636,-0.08140308,0.8155133,-1.147647,0.06717807,0.5862626,-0.8221797,-0.0592882,0.5950533,-0.8358636,0.04241145,0.3716099,-0.5190708,-0.03776601,0.3805015,-0.5324358,0.03339261,0.2934415,-0.4086897,-0.02992845,0.3023697,-0.4219387
149.8176,1,0.05013087,1.387939,-1.047258,0.03614652,1.272765,-1.090677,0.028633,1.177811,-1.096257,0.02120954,1.08284,-1.10115,0.01234397,0.9893149,-1.11767,0.2086099,1.219503,-1.04686,-0.1499418,1.28217,-1.062623,0.2614453,1.150394,-0.844659,-0.2671556,1.274506,-0.8764643,0.2481763,1.150199,-0.6249393,-0.1076333,1.422587,-0.9092939,0.1962895,1.179085,-0.5531189,-0.06637648,1.470777,-0.9775603,0.2093434,1.152249,-0.5981591,-0.0745573,1.431002,-0.9419206,0.2121187,1.182758,-0.5395021,-0.07278866,1.4901,-0.9716443,0.09263217,0.8069753,-1.133619,-0.08140907,0.8153637,-1.147664,0.06718373,0.5863827,-0.8221838,-0.05929142,0.594933,-0.8358599,0.04241678,0.3717016,-0.5190953,-0.03776667,0.3804097,-0.5324122,0.03339785,0.2935226,-0.4087216,-0.02992812,0.3022883,-0.4219076
149.829,1,0.04867283,1.387888,-1.046252,0.03496334,1.272768,-1.0899,0.02775198,1.177802,-1.095678,0.02063245,1.082818,-1.10077,0.01203692,0.9893018,-1.117481,0.2076575,1.220006,-1.046436,-0.1510562,1.281836,-1.061278,0.2608841,1.15064,-0.8444256,-0.2672864,1.274227,-0.8745012,0.2479914,1.1502,-0.6246836,-0.1084467,1.422931,-0.9078172,0.1964765,1.179218,-0.5526494,-0.06778109,1.471478,-0.9761853,0.2092662,1.15237,-0.5977574,-0.07566825,1.431505,-0.940702,0.2123695,1.182825,-0.5390888,-0.07411861,1.490772,-0.9700977,0.09263754,0.8071153,-1.133603,-0.0814144,0.8152236,-1.14768,0.06718883,0.5864949,-0.8221877,-0.05929428,0.5948205,-0.8358566,0.04242179,0.3717868,-0.5191182,-0.03776696,0.380324,-0.5323901,0.03340265,0.2935982,-0.4087514,-0.02992758,0.3022125,-0.4218788
149.84,1,0.04735345,1.387822,-1.045256,0.03388757,1.272759,-1.089132,0.0269495,1.177785,-1.095108,0.02010489,1.082792,-1.100398,0.0117521,0.9892883,-1.117301,0.2067788,1.220443,-1.04597,-0.1520693,1.281578,-1.060023,0.2607107,1.150167,-0.8444622,-0.2674926,1.27406,-0.8727432,0.2474457,1.150101,-0.624742,-0.1093931,1.423479,-0.9063773,0.1964175,1.179288,-0.5524302,-0.0693287,1.472384,-0.9748454,0.2088495,1.152454,-0.597647,-0.07691157,1.43222,-0.9395119,0.2123898,1.182768,-0.5389305,-0.0756011,1.491647,-0.9685943,0.09264231,0.807245,-1.133588,-0.08141917,0.8150941,-1.147694,0.06719342,0.5865989,-0.8221911,-0.05929676,0.5947162,-0.8358533,0.04242617,0.3718655,-0.5191394,-0.03776726,0.3802445,-0.5323694,0.033407,0.2936678,-0.408779,-0.02992699,0.3021419,-0.4218519
149.8512,1,0.04590604,1.387764,-1.04428,0.03271881,1.272755,-1.088378,0.026079,1.177772,-1.094548,0.01953432,1.082768,-1.100032,0.01145029,0.9892748,-1.117122,0.2058555,1.220916,-1.045646,-0.1531688,1.281243,-1.058731,0.2602482,1.150246,-0.8444002,-0.2675659,1.273746,-0.8708214,0.2474239,1.149812,-0.6246541,-0.1101808,1.42381,-0.9049302,0.1967696,1.179161,-0.5521457,-0.07070842,1.473149,-0.9734312,0.2089428,1.152283,-0.5974064,-0.07801974,1.432733,-0.9383278,0.2128057,1.182597,-0.5387101,-0.07687384,1.492377,-0.9669704,0.09264711,0.8073828,-1.133572,-0.08142397,0.8149562,-1.14771,0.06719822,0.5867095,-0.8221945,-0.05929917,0.5946056,-0.8358504,0.04243094,0.3719497,-0.5191616,-0.03776747,0.3801603,-0.5323481,0.03341171,0.2937423,-0.4088081,-0.0299263,0.3020674,-0.4218236
149.8629,1,0.04435644,1.387751,-1.043544,0.03147915,1.272771,-1.087809,0.02515799,1.177776,-1.094126,0.01893345,1.082759,-1.099757,0.01114029,0.9892671,-1.116988,0.2048529,1.221459,-1.04543,-0.1543687,1.280863,-1.0578,0.2601032,1.149847,-0.8447509,-0.2681495,1.273317,-0.8695182,0.2468703,1.149722,-0.6250289,-0.1115863,1.424158,-0.9039835,0.1965374,1.179169,-0.5523363,-0.07253417,1.47394,-0.9724042,0.2085022,1.152248,-0.597627,-0.07970633,1.433234,-0.9376084,0.212631,1.1826,-0.5389683,-0.07854077,1.493137,-0.9657052,0.09265184,0.8075264,-1.133555,-0.08142871,0.8148126,-1.147727,0.06720287,0.5868247,-0.8221974,-0.0593015,0.5944903,-0.8358476,0.04243553,0.3720372,-0.5191841,-0.03776741,0.3800724,-0.5323258,0.03341633,0.2938197,-0.4088376,-0.02992553,0.3019896,-0.4217945
149.8734,1,0.04282627,1.387727,-1.042779,0.03026095,1.272779,-1.087219,0.0242562,1.177774,-1.093688,0.0183495,1.082747,-1.099472,0.01084632,0.9892578,-1.116851,0.2038619,1.221987,-1.045171,-0.1555357,1.280461,-1.056784,0.2594687,1.149993,-0.8447272,-0.2685458,1.272869,-0.8680412,0.2464344,1.14952,-0.624994,-0.1127014,1.424367,-0.9028777,0.196377,1.178997,-0.5521236,-0.07403791,1.474522,-0.971247,0.2081663,1.152066,-0.5974546,-0.08110672,1.433552,-0.9367416,0.2125202,1.182421,-0.5388139,-0.07986015,1.493694,-0.9643181,0.09265608,0.8076621,-1.133539,-0.08143297,0.8146768,-1.147744,0.06720719,0.5869336,-0.8222004,-0.05930367,0.5943813,-0.835845,0.04243991,0.37212,-0.5192058,-0.03776741,0.3799897,-0.5323052,0.03342071,0.2938931,-0.4088662,-0.02992478,0.3019164,-0.4217672
149.8846,1,0.04127029,1.387695,-1.041995,0.02903178,1.272783,-1.086617,0.02334559,1.177768,-1.093244,0.01775861,1.082732,-1.099185,0.0105513,0.9892482,-1.116716,0.2028533,1.22251,-1.044875,-0.1567322,1.279865,-1.05584,0.2589467,1.149939,-0.8447751,-0.2690966,1.271811,-0.8667305,0.2458927,1.149296,-0.6250431,-0.1138745,1.423856,-0.9019595,0.1961112,1.17883,-0.5520067,-0.07543206,1.474338,-0.9702129,0.2077253,1.151872,-0.5973673,-0.08254391,1.433084,-0.9360564,0.2123038,1.182253,-0.5387568,-0.08099425,1.493493,-0.9630278,0.09266016,0.8077984,-1.133523,-0.08143702,0.8145405,-1.14776,0.0672113,0.5870426,-0.8222033,-0.05930555,0.5942717,-0.8358425,0.04244405,0.3722026,-0.5192272,-0.03776723,0.3799061,-0.5322844,0.03342491,0.2939659,-0.4088944,-0.02992377,0.3018422,-0.4217395
